route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
AC:840,AC:72905,AC:12791070,Eastmont Transit Center,,0,AC:108022207,AC:shp-840-54,0,0
SC:Rapid 522,SC:75706,SC:2977249,RAPID PALO ALTO,,1,SC:543,SC:100355,0,0
GG:101,GG:73017,GG:6866358,SANTA ROSA,,0,GG:1486582,GG:1010368,0,0
SF:12,SF:73692,SF:9542639,Van Ness,,1,SF:1204,SF:180010,0,0
AC:99,AC:72905,AC:12523070,Hayward BART,,1,AC:107900907,AC:shp-99-07,2,2
BA:BG-S,BA:75397,BA:8031605,Oakland International Airport Station,,0,,BA:20_shp,0,0
SR:4,SR:76154,SR:t295-sl8-p235-rD1,4 Rincon Valley,,0,SR:110,SR:565_shp,0,0
AC:88,AC:72905,AC:8670070,Lake Merritt BART,,0,AC:107174707,AC:shp-88-06,0,0
SF:MBUS,SF:73692,SF:9721628,West Portal Station,,1,SF:9638,SF:180394,0,0
FS:6,FS:76115,FS:t_1212460_b_26749_tn_6,SOLANO TOWN CENTER,,1,FS:0602,FS:p_2488,0,0
SF:25,SF:73693,SF:9540177,Treasure Island (Daytime to midnight),,1,SF:2501,SF:180062,0,0
SF:49,SF:73692,SF:9544769,City College,,0,SF:4931,SF:180183,0,0
AC:NL,AC:72906,AC:12343020,Eastmont Transit Center,,0,AC:108001102,AC:shp-NL-09,0,0
SF:NBUS,SF:73694,SF:9700822,Ocean Beach,,0,SF:7026,SF:180436,0,0
SC:42,SC:72914,SC:2976101,SANTA TERESA STATION,,1,SC:4202,SC:100311,0,0
AC:6,AC:72905,AC:9060070,Downtown Oakland,,0,AC:106976807,AC:shp-6-56,0,0
SF:22,SF:73693,SF:9552755,Bay Street,,1,SF:2217,SF:180041,0,0
AC:251,AC:72906,AC:2000020,Fremont BART,,1,AC:107941702,AC:shp-251-07,0,0
ST:7A,ST:75777,ST:t735-bC9-slA,CW via STC GATEWAY SPRINGS STC Kaiser Gateway & SC,,0,ST:201,ST:2711_shp,0,0
AC:52,AC:72907,AC:841010,U.C. Campus,,0,AC:107175201,AC:shp-52-60,0,0
BA:GN-N,BA:72953,BA:1051342,Berryessa/North San Jose,,0,,BA:06_shp,0,0
MA:135,MA:72918,MA:135021,Canal via San Rafael,,0,MA:1058,MA:20,0,0
SM:ECR,SM:75922,SM:4006023,Palo Alto,4006023,0,,SM:ECR1048,0,0
SF:49,SF:73693,SF:9545138,Fisherman's Wharf,,1,SF:4904,SF:180187,0,0
AC:F,AC:72906,AC:4954020,San Francisco,,1,AC:107539302,AC:shp-F-70,0,0
SF:44,SF:73692,SF:9544253,Bayview District - Hudson & Newhall,,1,SF:4418,SF:180158,0,0
AC:28,AC:72906,AC:3011020,Hayward BART,,1,AC:107942002,AC:shp-28-58,0,0
SC:77,SC:72914,SC:2984872,MILPITAS BART,,0,SC:7772,SC:100502,0,0
SF:NBUS,SF:73694,SF:9700841,Townsend and 5th St,,1,SF:7009,SF:180437,0,0
SM:296,SM:73026,SM:2961082,Redwood City Transit Center,2961082,1,,SM:2960292,0,0
AC:239,AC:72906,AC:2828020,Kato Rd. & Milmont Dr.,,1,AC:107947902,AC:shp-239-57,0,0
CC:35,CC:75939,CC:678020,Dublin BART Via Windemere Pkwy,,0,CC:6402,CC:shp-35-51,2,2
AC:90,AC:72906,AC:4257020,Coliseum BART,,1,AC:108010202,AC:shp-90-54,0,0
3D:300,3D:72969,3D:953,Westbound Antioch BART,,0,3D:105,3D:26,0,0
SF:7,SF:73692,SF:9549052,Ocean Beach,,1,SF:721,SF:179972,0,0
SF:30,SF:73692,SF:9538867,Caltrain Depot,,0,SF:3007,SF:180096,0,0
SF:22,SF:73692,SF:9441106,Third + 20th,,0,SF:2207,SF:180035,0,0
BA:BG-N,BA:75398,BA:8130815,Coliseum,,0,,BA:19_shp,0,0
SI:Red Line,SI:74999,SI:727,Red Line,,0,,SI:RED_shape,1,1
AC:71,AC:72907,AC:7268010,El Cerrito Plaza BART,,0,AC:107073101,AC:shp-71-51,0,0
3D:394,3D:76082,3D:307,Eastbound Antioch BART,,1,3D:312,3D:68,0,0
SF:14,SF:73693,SF:9541222,Ferry Plaza,,1,SF:1403,SF:180017,0,0
SC:Blue Line,SC:75705,SC:2988486,BAYPOINTE,,0,SC:9001,SC:100641,0,0
AC:1T,AC:72906,AC:1547020,San Leandro BART,,0,AC:108007702,AC:shp-1T-51,0,0
AC:35,AC:72906,AC:892020,Bay Fair BART,,0,AC:107942702,AC:shp-35-60,0,0
SF:67,SF:73692,SF:9485062,24th St BART,,0,SF:6704,SF:180221,0,0
AC:21,AC:72906,AC:6547020,Dimond District,,0,AC:108009702,AC:shp-21-16,0,0
SC:22,SC:75706,SC:2972868,EASTRIDGE,,1,SC:2246,SC:100235,0,0
AC:54,AC:72906,AC:2989020,Merritt College,,0,AC:108005202,AC:shp-54-01,0,0
AC:39,AC:72906,AC:11593020,Fruitvale BART,,1,AC:107998202,AC:shp-39-53,0,0
SF:22,SF:73693,SF:9552046,Third + 20th,,0,SF:2215,SF:180035,0,0
SF:67,SF:73693,SF:9558155,Alemany Blvd,,1,SF:6701,SF:180220,0,0
SF:28,SF:73692,SF:9560257,Daly City BART,,1,SF:2818,SF:180073,0,0
SF:38R,SF:73692,SF:9547324,Lands End - 48th Avenue,,0,SF:3842,SF:180140,0,0
AC:96,AC:72906,AC:6396020,Dimond District,,1,AC:107548502,AC:shp-96-08,0,0
BA:BL-N,BA:72955,BA:5892035,Dublin/Pleasanton,,0,,BA:12_shp,0,0
SC:73,SC:76168,SC:2984623,SENTER & MONTEREY VIA SENTER,,1,SC:7303,SC:100501,0,0
AC:10,AC:72905,AC:12274070,San Leandro BART,,1,AC:107895307,AC:shp-10-08,0,0
SF:12,SF:73693,SF:9542794,Van Ness,,1,SF:1205,SF:180010,0,0
SF:MBUS,SF:73692,SF:9721617,West Portal Station,,1,SF:9638,SF:180394,0,0
SF:8,SF:73692,SF:9546931,City College,,1,SF:834,SF:179978,0,0
ST:R,ST:75777,ST:t4BD-bBBB-slA,RED LINE to EL CERRITO DEL NORTE El Cerrito Del No,,0,ST:3003,ST:2709_shp,0,0
SF:LBUS,SF:73693,SF:9699704,SF Zoo,,1,SF:9537,SF:181683,0,0
MA:35,MA:72918,MA:35011,Canal,,0,MA:91216,MA:115,0,0
SR:1,SR:76191,SR:t247-sl9-p267-rC7,1 Mendocino Ave,,0,SR:311,SR:615_shp,0,0
AC:51A,AC:72906,AC:11749020,Fruitvale BART,,0,AC:108010002,AC:shp-51A-54,0,0
DE:DB,DE:72781,DE:8159233,STANFORD UNIVERSITY,,1,DE:1076142,DE:DB0084,0,0
SF:14R,SF:73694,SF:9556604,Ferry Plaza,,1,SF:1448,SF:180022,0,0
AC:86,AC:72907,AC:12399010,Hayward BART,,0,AC:107908701,AC:shp-86-07,0,0
AC:51B,AC:72907,AC:11833010,Rockridge BART,,0,AC:106990501,AC:shp-51B-62,2,2
DE:DB1,DE:76142,DE:8027818,UNION CITY BART,,0,DE:1062234,DE:Dumbarton_Express_Consortium23:DB10037,0,0
PE:2,PE:76185,PE:t2FF-sl8-p86-rA,Eastside Transit Center,,1,PE:10,PE:134_shp,0,0
WC:11,WC:72892,WC:1018293255660,Hercules Transit Center,1018293255660,1,WC:1954,WC:p_5226,0,0
SC:60,SC:72914,SC:2978683,MILPITAS BART VIA AIRPORT,,0,SC:6073,SC:100418,0,0
UC:1,UC:74966,UC:10101,Dyer & UC Blvd,10101,0,UC:W8,UC:p_1252140,0,0
CC:21,CC:75939,CC:1283020,San Ramon TC,,0,CC:8802,CC:shp-21-51,2,2
AC:18,AC:72907,AC:5179010,Lake Merritt BART,,1,AC:106985401,AC:shp-18-59,2,2
AC:88,AC:72906,AC:10714020,Lake Merritt BART,,0,AC:107541402,AC:shp-88-06,0,0
CC:28,CC:75939,CC:650020,Martinez AMTRAK Via VA Clinic,,0,CC:3902,CC:shp-28-51,2,2
SF:7,SF:73694,SF:9569724,Ocean Beach,,1,SF:704,SF:179972,0,0
AC:95,AC:72905,AC:4327070,Fairview District,,0,AC:107895507,AC:shp-95-07,0,0
WC:JL,WC:72891,WC:1063818261300,BART Del Norte Station,1063818261300,0,WC:8010,WC:p_5220,0,0
CC:6,CC:75939,CC:604020,Lafayette BART Via St Marys College,,0,CC:4902,CC:shp-6-01,2,2
AC:72M,AC:72906,AC:12762020,Point Richmond,,1,AC:107825502,AC:shp-72M-32,0,0
PE:24,PE:72837,PE:t374-sl17-p6E-r7,Kaiser Medical Center,,0,PE:7,PE:110_shp,0,0
PE:33,PE:76184,PE:t387-sl2-p15B-r2,33 Counter-Clockwise Loop,,0,PE:2,PE:347_shp,0,0
FS:BLUE,FS:76113,FS:t_1289552_b_28389_tn_0,FTC SACRAMENTO,,0,FS:3002,FS:p_178844,0,0
SM:281,SM:73026,SM:2811066,Onetta Harris Center,2811066,0,,SM:2810256,0,0
MA:35,MA:72918,MA:35015,Canal,,0,MA:91201,MA:115,0,0
SF:9R,SF:73692,SF:9560146,Sunnydale,,1,SF:961,SF:179999,0,0
SF:54,SF:73694,SF:9562715,Daly City BART,,0,SF:5411,SF:180191,0,0
3D:396,3D:76080,3D:111,Westbound Pacifica,,1,3D:203,3D:81,0,0
SF:48,SF:73694,SF:9570900,West Portal,,0,SF:4813,SF:180175,0,0
SF:48,SF:73693,SF:9540764,West Portal,,0,SF:4802,SF:180175,0,0
SF:49,SF:73692,SF:9544754,City College,,0,SF:4936,SF:180183,0,0
AC:36,AC:72907,AC:4730010,West Oakland BART,,0,AC:106986901,AC:shp-36-54,0,0
AC:76,AC:72907,AC:888010,Hilltop Mall,,0,AC:106647301,AC:shp-76-51,0,0
AC:51A,AC:72905,AC:9677070,Rockridge BART,,1,AC:108024707,AC:shp-51A-16,2,2
WH:10R,WH:72989,WH:677441,EAST DUBLIN PLEASANTON BART,,0,WH:119202,WH:38951,0,0
3D:385,3D:72971,3D:434,Eastbound Brentwood Park & Ride,,1,3D:124,3D:43,0,0
AC:62,AC:72906,AC:12615020,WEST OAKLAND BART,,1,AC:107999902,AC:shp-62-54,0,0
AC:52,AC:72906,AC:7676020,U.C. Campus,,0,AC:107544502,AC:shp-52-61,0,0
SC:23,SC:72914,SC:2973690,DE ANZA COLLEGE,,1,SC:2306,SC:100246,0,0
PE:2,PE:76184,PE:t124-sl2-p84-r12,2 N. Mcdowell Outbound,,0,PE:22,PE:132_shp,0,0
SF:45,SF:73692,SF:9541689,Lyon + Greenwich,,0,SF:4513,SF:180165,0,0
AC:251,AC:72905,AC:12754070,Fremont BART,,1,AC:107900707,AC:shp-251-09,2,2
PE:2,PE:76184,PE:t2FF-sl2-p86-rA,Eastside Transit Center,,1,PE:10,PE:134_shp,0,0
SF:1,SF:73692,SF:9413285,Geary + 33rd Avenue,,1,SF:104,SF:179929,0,0
AC:F,AC:72905,AC:3974070,U.C. Campus,,0,AC:106976707,AC:shp-F-20,2,2
AC:96,AC:72905,AC:12202070,Alameda Point,,0,AC:106977207,AC:shp-96-57,0,0
AC:93,AC:72906,AC:1233020,Castro Valley BART,,1,AC:107943402,AC:shp-93-55,0,0
SO:10,SO:76122,SO:t_1243695_b_27253_tn_0,Rohnert Park / Cotati - SSU,,0,SO:404,SO:p_2829,0,0
SF:1,SF:73692,SF:9413278,Geary + 33rd Avenue,,1,SF:114,SF:179929,0,0
SF:24,SF:73692,SF:9445039,Palou + Third Street,,1,SF:2420,SF:180054,0,0
AC:95,AC:72906,AC:6283020,Hayward BART,,1,AC:107943502,AC:shp-95-53,0,0
AC:216,AC:72907,AC:2985010,Union City BART,,0,AC:107909301,AC:shp-216-13,0,0
BA:BL-S,BA:72953,BA:5051141,Daly City,,0,,BA:11_shp,0,0
AC:33,AC:72905,AC:8291070,Piedmont,,0,AC:106979507,AC:shp-33-12,2,2
SF:24,SF:73693,SF:9445650,Palou + Third Street,,1,SF:2416,SF:180054,0,0
PE:2,PE:72837,PE:t2DD-sl17-p86-r5,Eastside Transit Center,,1,PE:5,PE:134_shp,0,0
AC:95,AC:72905,AC:8742070,Hayward BART,,1,AC:107895507,AC:shp-95-53,0,0
PE:2,PE:76186,PE:t122-sl9-p84-rA,2 N. Mcdowell Outbound,,0,PE:10,PE:132_shp,0,0
AC:18,AC:72905,AC:1203070,Lake Merritt BART,,1,AC:106978707,AC:shp-18-59,2,2
AC:72,AC:72906,AC:5850020,Jack London Square,,0,AC:107826602,AC:shp-72-71,0,0
SF:30,SF:73692,SF:9538881,Caltrain Depot,,0,SF:3020,SF:180096,0,0
SM:296,SM:73026,SM:2961077,Bayshore/Donohoe,2961077,0,,SM:2960300,0,0
SF:28,SF:73692,SF:9560220,Daly City BART,,1,SF:2814,SF:180073,0,0
SC:Rapid 500,SC:75706,SC:2996460,RAPID DIRIDON STATION,,0,SC:623,SC:100326,0,0
UC:5,UC:74965,UC:30611,Dyer & UC Blvd,30611,0,UC:SA10,UC:p_1252164,0,0
AC:800,AC:72906,AC:13302020,San Francisco,,1,AC:107540502,AC:shp-800-75,0,0
SF:49,SF:73694,SF:9545189,City College,,0,SF:4926,SF:180183,0,0
SC:44,SC:72914,SC:2976150,MILPITAS BART,,1,SC:4771,SC:100314,0,0
CM:UGF Shuttle,CM:76132,CM:t_1212334_b_26726_tn_0,So. San Francisco Caltrain,,0,CM:109163,CM:p_745247,0,0
CC:310,CC:75937,CC:889010,CLAYTON,,0,CC:1201,CC:shp-310-01,2,2
SM:122,SM:73026,SM:1221067,South SF BART,1221067,1,,SM:1220543,0,0
ST:1,ST:73006,ST:t46A-b67-sl8,RANCHO to RANCHO SQ via STC Rancho Sq. via Broadwa,,1,ST:103,ST:2640_shp,0,0
AC:72,AC:72906,AC:5759020,Hilltop Mall,,1,AC:107826402,AC:shp-72-21,0,0
AC:93,AC:72905,AC:5836070,Bay Fair BART,,0,AC:107896107,AC:shp-93-07,0,0
SF:NBUS,SF:73693,SF:9700590,Ocean Beach,,0,SF:7006,SF:180436,0,0
FS:1,FS:76115,FS:t_1212687_b_26749_tn_2,FTC,,0,FS:0103,FS:p_2485,0,0
SF:NBUS,SF:73693,SF:9700716,Townsend and 5th St,,1,SF:7023,SF:180437,0,0
SC:Green Line,SC:72914,SC:2989620,OLD IRONSIDES,,0,SC:9035,SC:100679,0,0
ST:3,ST:73005,ST:t41D-b66-sl7,S VALLEJO to VTC via GRACE PAT VTC via Magazine &,,0,ST:102,ST:2701_shp,0,0
SC:Rapid 500,SC:75706,SC:2996414,RAPID BERRYESSA BART,,1,SC:621,SC:100323,0,0
SF:9,SF:73694,SF:9569866,Sunnydale,,1,SF:928,SF:179990,0,0
SM:SFO,SM:75922,SM:7476011,Millbrae Caltrain,7476011,0,,SM:SFO0014,0,0
SF:5,SF:73694,SF:9562061,Transit Center,,1,SF:517,SF:179952,0,0
SM:278,SM:75922,SM:2786021,Cañada College,2786021,0,,SM:2780087,0,0
AC:51B,AC:72905,AC:5639070,Rockridge BART,,0,AC:106982907,AC:shp-51B-63,2,2
BA:BG-N,BA:75396,BA:8031058,Coliseum,,0,,BA:19_shp,0,0
SF:38R,SF:73692,SF:9547307,Lands End - 48th Avenue,,0,SF:3841,SF:180140,0,0
UC:1,UC:74965,UC:30211,Dyer & UC Blvd,30211,0,UC:SA1,UC:p_1252144,0,0
SM:260,SM:73026,SM:2601011,San Carlos Caltrain,2601011,1,,SM:2600337,0,0
AC:36,AC:72907,AC:518010,West Oakland BART,,0,AC:106985501,AC:shp-36-54,0,0
AC:72M,AC:72905,AC:1600070,Jack London Square,,0,AC:106643507,AC:shp-72M-58,0,0
AC:99,AC:72906,AC:9879020,Fremont BART,,0,AC:107936702,AC:shp-99-05,0,0
SM:130,SM:73026,SM:1301087,Airport/Linden,1301087,1,,SM:1300278,0,0
SC:Rapid 522,SC:72914,SC:2977050,RAPID EASTRIDGE,,0,SC:546,SC:100352,0,0
GG:71,GG:76010,GG:6856318,MARIN CITY,,1,GG:1485596,GG:Golden_Gate_Transit99:710097,0,0
SF:7,SF:73692,SF:9549033,Ocean Beach,,1,SF:720,SF:179972,0,0
CC:20,CC:75939,CC:1086020,Concord BART,,1,CC:6802,CC:shp-20-01,2,2
SF:30,SF:73694,SF:9553776,Caltrain Depot,,0,SF:3001,SF:180096,0,0
SF:14,SF:73692,SF:9538176,Ferry Plaza,,1,SF:1423,SF:180017,0,0
SF:30,SF:73692,SF:9538886,Caltrain Depot,,0,SF:3022,SF:180096,0,0
SC:22,SC:76168,SC:2973053,EASTRIDGE,,1,SC:2252,SC:100235,0,0
AC:62,AC:72906,AC:12353020,FRUITVALE BART,,0,AC:108000002,AC:shp-62-05,0,0
SF:19,SF:73693,SF:9541998,Shipyard,,0,SF:1907,SF:180027,0,0
SF:14,SF:73693,SF:9541012,Daly City,,0,SF:1431,SF:180012,0,0
SF:22,SF:73693,SF:9441950,Bay Street,,1,SF:2229,SF:180041,0,0
SF:91,SF:73693,SF:9485972,West Portal Station,,0,SF:9102,SF:180238,0,0
SF:5,SF:73693,SF:9551883,Transit Center,,1,SF:507,SF:179952,0,0
SC:56,SC:75706,SC:2977937,TAMIEN STATION,,1,SC:5674,SC:100395,0,0
UC:2,UC:74965,UC:30131,Kaiser,30131,1,UC:SA2,UC:p_1252147,0,0
SM:120,SM:73026,SM:1201098,Brunswick/Templeton,1201098,1,,SM:1200225,0,0
SF:TBUS,SF:73693,SF:9701202,Castro & Market,,1,SF:9436,SF:180476,0,0
SC:56,SC:76168,SC:2977960,FAIR OAKS & TASMAN,,0,SC:5672,SC:100389,0,0
SC:Express 103,SC:72914,SC:2972489,EXPRESS EASTRIDGE,,1,SC:401,SC:100210,0,0
SC:Green Line,SC:72914,SC:2989666,WINCHESTER,,1,SC:9034,SC:100689,0,0
SF:28,SF:73694,SF:9570040,Daly City BART,,1,SF:2802,SF:180073,0,0
SF:LBUS,SF:73693,SF:9699734,SF Zoo,,1,SF:9539,SF:181683,0,0
ST:1,ST:73007,ST:t6D6-b67-sl9,RANCHO to VTC via STC VTC via STC & Broadway,,0,ST:103,ST:2686_shp,0,0
BA:PR-N,BA:72954,BA:3511616,San Francisco International Airport,,0,,BA:13_shp,0,0
SC:72,SC:75706,SC:2984164,DOWNTOWN SAN JOSE VIA MCLAUGHLIN,,0,SC:7202,SC:100494,0,0
SF:7,SF:73692,SF:9549127,SF Transit Center,,0,SF:719,SF:179974,0,0
SF:38R,SF:73693,SF:9548747,Transit Center,,1,SF:3850,SF:180141,0,0
AC:97,AC:72906,AC:2936020,Union City BART,,0,AC:107938602,AC:shp-97-57,0,0
SF:LBUS,SF:73692,SF:9699531,SF Zoo,,1,SF:9572,SF:181683,0,0
MA:35,MA:76018,MA:35839,Canal,,0,MA:91901,MA:115,0,0
BA:OR-N,BA:72954,BA:2510743,Richmond,,0,,BA:03_shp,0,0
AC:73,AC:72907,AC:2629010,OAKLAND AIRPORT,,1,AC:108028801,AC:shp-73-51,0,0
PE:33,PE:76187,PE:t1CC-sl11-p15B-r2,33 Counter-Clockwise Loop,,0,PE:2,PE:347_shp,0,0
MA:135,MA:76018,MA:135832,San Rafael,,1,MA:8060,MA:18,0,0
AC:801,AC:72906,AC:90020,San Leandro BART,,1,AC:107939302,AC:shp-801-20,2,2
SF:38,SF:73692,SF:9546166,V. A. Hospital,,0,SF:3832,SF:180128,0,0
SF:44,SF:73693,SF:9547798,California + 6th Ave,,0,SF:4411,SF:180163,0,0
SF:49,SF:73692,SF:9544669,City College,,0,SF:4948,SF:180183,0,0
BA:YL-N,BA:72954,BA:3631156,Antioch,,0,,BA:02_shp,0,0
SF:38R,SF:73693,SF:9548684,Lands End - 48th Avenue,,0,SF:3843,SF:180140,0,0
SC:71,SC:75706,SC:2983781,MILPITAS BART,,0,SC:7103,SC:100490,0,0
AC:60,AC:72905,AC:266070,Chabot College,,0,AC:107897207,AC:shp-60-55,0,0
AC:200,AC:72907,AC:12850010,Union City BART,,1,AC:107910701,AC:shp-200-12,0,0
SF:38,SF:73693,SF:9546777,Transit Center,,1,SF:3816,SF:180134,0,0
SI:Lot D,SI:74999,SI:2pkxbd5bt,Lot D,,0,SI:4,SI:BUSLOTD,1,1
ST:3,ST:73006,ST:t799-b66-sl8,S VALLEJO to BEV HILLS via CPR Fulton & Glen Cove,,0,ST:102,ST:2688_shp,0,0
SF:5,SF:73694,SF:9561961,Ocean Beach,,0,SF:520,SF:179948,0,0
SF:22,SF:73692,SF:9441111,Third + 20th,,0,SF:2212,SF:180035,0,0
SF:38R,SF:73692,SF:9547269,Lands End - 48th Avenue,,0,SF:3844,SF:180140,0,0
PE:11,PE:76187,PE:t344-sl11-p99-r5,Copeland Transit Mall,,0,PE:5,PE:153_shp,0,0
SF:29,SF:73692,SF:9544002,Paul + Third Street,,1,SF:2901,SF:180083,0,0
SF:14,SF:73694,SF:9569132,Ferry Plaza,,1,SF:1403,SF:180019,0,0
AC:NL,AC:72905,AC:10150070,Eastmont Transit Center,,0,AC:108021407,AC:shp-NL-09,0,0
SC:22,SC:75706,SC:2972881,EASTRIDGE,,1,SC:2246,SC:100235,0,0
VN:11,VN:76094,VN:t_1000199_b_26203_tn_0,Redwood Park & Ride,,0,VN:1108,VN:p_751363,0,0
AC:36,AC:72907,AC:9508010,U.C. Campus,,1,AC:106985501,AC:shp-36-08,0,0
SF:14,SF:73694,SF:9569152,Ferry Plaza,,1,SF:1436,SF:180017,0,0
SM:130,SM:75922,SM:1306007,Airport/Linden,1306007,1,,SM:1300278,0,0
CM:NB Shuttle,CM:76132,CM:t_1298504_b_26726_tn_0,Millbrae Intermodal Caltrain,,0,CM:109124,CM:p_498656,0,0
AC:36,AC:72905,AC:8638070,West Oakland BART,,0,AC:106979607,AC:shp-36-54,0,0
SF:J,SF:73692,SF:9562787,Church + Duboce,,1,SF:8304,SF:181856,0,0
BA:BG-N,BA:75398,BA:8151739,Coliseum,,0,,BA:19_shp,0,0
DE:DB1,DE:76142,DE:8027803,STANFORD RESEARCH PARK,,1,DE:1062232,DE:Dumbarton_Express_Consortium23:DB10039,0,0
CC:15,CC:75939,CC:145020,Concord BART,,0,CC:10702,CC:shp-15-02,2,2
SF:7,SF:73692,SF:9548976,Ocean Beach,,1,SF:703,SF:179972,0,0
SF:67,SF:73693,SF:9558198,24th St BART,,0,SF:6701,SF:180221,0,0
AC:57,AC:72906,AC:10041020,Public Market Emeryville,,0,AC:107542002,AC:shp-57-59,0,0
SF:91,SF:73692,SF:9485911,West Portal Station,,0,SF:9104,SF:180238,0,0
CM:SEA Shuttle,CM:76132,CM:t_1298309_b_26726_tn_0,Seaport,,0,CM:109140,CM:p_498618,0,0
MA:68,MA:76018,MA:68821,San Rafael via Woodacre,,1,MA:8055,MA:154,0,0
SF:NBUS,SF:73692,SF:9700356,Ocean Beach,,0,SF:7017,SF:180436,0,0
SF:J,SF:73694,SF:9729958,Church + Duboce,,1,SF:8305,SF:181856,0,0
FS:8,FS:76115,FS:t_1213460_b_26749_tn_3,CORDELIA LIBRARY,,1,FS:0801,FS:p_2491,0,0
AC:51B,AC:72906,AC:6627020,Berkeley Amtrak,,1,AC:107542702,AC:shp-51B-14,2,2
SM:281,SM:73026,SM:2811007,Stanford Mall,2811007,1,,SM:2810257,0,0
AC:95,AC:72905,AC:2099070,Hayward BART,,1,AC:107895507,AC:shp-95-53,0,0
SF:5,SF:73692,SF:9555163,Ocean Beach,,0,SF:510,SF:181687,0,0
SF:14R,SF:73694,SF:9556587,Ferry Plaza,,1,SF:1459,SF:180022,0,0
AC:51A,AC:72907,AC:13552010,Fruitvale BART,,0,AC:108030201,AC:shp-51A-54,0,0
SF:91,SF:73694,SF:9486008,West Portal Station,,0,SF:9102,SF:180238,0,0
SF:14,SF:73694,SF:9569112,Ferry Plaza,,1,SF:1433,SF:180017,0,0
SF:49,SF:73694,SF:9545388,Fisherman's Wharf,,1,SF:4909,SF:180187,0,0
CC:320,CC:75938,CC:1062070,DVC Via Diamond,,1,CC:13607,CC:shp-320-51,2,2
AC:62,AC:72906,AC:10412020,WEST OAKLAND BART,,1,AC:107999802,AC:shp-62-54,0,0
AC:62,AC:72905,AC:2606070,FRUITVALE BART,,0,AC:108022507,AC:shp-62-05,0,0
SF:49,SF:73693,SF:9545114,Fisherman's Wharf,,1,SF:4942,SF:180187,0,0
SF:7,SF:73692,SF:9549133,SF Transit Center,,0,SF:720,SF:179974,0,0
SF:9,SF:73694,SF:9569928,Sunnydale,,1,SF:930,SF:179990,0,0
PE:3,PE:76186,PE:t311-sl9-p94-r2,3 Clockwise Loop,,0,PE:2,PE:148_shp,0,0
GG:70,GG:73017,GG:6866355,NOVATO via SAUSALITO,,1,GG:1486583,GG:700368,0,0
SF:29,SF:73692,SF:9543964,Paul + Third Street,,1,SF:2904,SF:180083,0,0
SR:4,SR:76154,SR:t299-sl8-p235-rD1,4 Rincon Valley,,0,SR:110,SR:565_shp,0,0
SF:54,SF:73693,SF:9478266,Bayview District,,1,SF:5409,SF:180195,0,0
SF:43,SF:73692,SF:9548253,Masonic + Geary,,1,SF:4301,SF:180151,0,0
SC:57,SC:75706,SC:2978215,WEST VALLEY COLLEGE,,1,SC:5773,SC:100404,0,0
SF:67,SF:73693,SF:9558152,Alemany Blvd,,1,SF:6702,SF:180220,0,0
AC:40,AC:72906,AC:8969020,Downtown Oakland,,0,AC:107998802,AC:shp-40-03,0,0
SF:38,SF:73693,SF:9546755,Transit Center,,1,SF:3824,SF:180134,0,0
SF:NBUS,SF:73692,SF:9700519,Townsend and 5th St,,1,SF:7016,SF:180437,0,0
AC:73,AC:72906,AC:10057020,Eastmont Transit Center,,0,AC:108002402,AC:shp-73-01,0,0
SF:1,SF:73692,SF:9413653,Drumm + Clay,,0,SF:109,SF:179932,0,0
SM:141,SM:73025,SM:1417003,Shelter Creek,1417003,0,,SM:1410218,0,0
RV:50,RV:72849,RV:t_1212433_b_26730_tn_0,Westbound,,1,,RV:p_700,0,0
SM:294,SM:73026,SM:2941022,San Mateo Medical Center,2941022,1,,SM:2940134,0,0
SF:MBUS,SF:73693,SF:9721699,West Portal Station,,1,SF:9633,SF:180394,0,0
MA:171,MA:76017,MA:171525,Marin City,,0,MA:5065,MA:42,0,0
SF:49,SF:73694,SF:9545326,Fisherman's Wharf,,1,SF:4908,SF:180187,0,0
GG:70,GG:76011,GG:6858491,NOVATO via SAUSALITO,,1,GG:1485793,GG:Golden_Gate_Transit99:700368,0,0
AC:18,AC:72906,AC:9753020,"University Village, Albany",,0,AC:107545902,AC:shp-18-14,2,2
MA:122,MA:76017,MA:122501,College of Marin,,0,MA:5064,MA:9,0,0
AC:35,AC:72907,AC:6986010,Foothill Square,,1,AC:107904501,AC:shp-35-10,0,0
SF:8,SF:73692,SF:9546890,City College,,1,SF:801,SF:179978,0,0
SF:49,SF:73693,SF:9545016,City College,,0,SF:4914,SF:180183,0,0
SF:19,SF:73694,SF:9543366,Shipyard,,0,SF:1909,SF:180027,0,0
SF:NBUS,SF:73693,SF:9700601,Ocean Beach,,0,SF:7016,SF:180436,0,0
BA:GN-S,BA:72954,BA:1571202,Daly City,,0,,BA:05_shp,0,0
SF:24,SF:73692,SF:9544351,Jackson + Fillmore,,0,SF:2401,SF:180058,0,0
SF:14,SF:73692,SF:9538070,Daly City,,0,SF:1422,SF:180012,0,0
SF:12,SF:73694,SF:9542926,Sansome + Sutter,,0,SF:1203,SF:180007,0,0
AC:1T,AC:72905,AC:9112070,Uptown Oakland,,1,AC:108027007,AC:shp-1T-05,2,2
SF:54,SF:73693,SF:9478215,Daly City BART,,0,SF:5406,SF:180191,0,0
RV:50,RV:72849,RV:t_1212431_b_26730_tn_0,Eastbound,,0,,RV:p_693,0,0
