route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
AC:33,AC:72906,AC:5376020,Montclair,,1,AC:107547102,AC:shp-33-11,0,0
PE:24,PE:76185,PE:t36C-sl8-p6E-r7,Kaiser Medical Center,,0,PE:7,PE:110_shp,0,0
SR:4,SR:73068,SR:t291-sl4-pB-r10,4 Rincon Valley,,0,SR:16,SR:11_shp,0,0
SF:5,SF:73692,SF:9536106,Ocean Beach,,0,SF:517,SF:179948,0,0
SF:49,SF:73693,SF:9545069,Fisherman's Wharf,,1,SF:4915,SF:180187,0,0
SC:22,SC:75706,SC:2972855,EASTRIDGE,,1,SC:2249,SC:100235,0,0
AC:NL,AC:72907,AC:7152010,San Francisco,,1,AC:108029301,AC:shp-NL-56,0,0
BA:BG-S,BA:75726,BA:8230815,Oakland International Airport Station,,0,,BA:20_shp,0,0
SF:22,SF:73692,SF:9441430,Bay Street,,1,SF:2216,SF:180041,0,0
WC:16,WC:72892,WC:1018268255660,Simas/Pinole Valley,1018268255660,1,WC:1604,WC:p_5229,0,0
FS:3,FS:76114,FS:t_1212487_b_26749_tn_7,WALMART,,0,FS:0301,FS:p_2688,0,0
EM:Shellmound/Powell,EM:72791,EM:t_1017754_b_28607_tn_0,Shellmound/Powell,29_Trip4_SP-Sat,0,EM:29,EM:p_9024,0,0
WH:8,WH:75836,WH:679994,HOPYARD - EAST DUBLIN BART,,0,WH:119330,WH:39029,0,0
SF:8,SF:73693,SF:9561240,City College,,1,SF:814,SF:179978,0,0
MA:257,MA:72918,MA:257028,San Rafael,,0,MA:1022,MA:102,0,0
SF:14R,SF:73693,SF:9556437,Ferry Plaza,,1,SF:1448,SF:180022,0,0
SC:77,SC:76168,SC:2985016,EASTRIDGE,,1,SC:7701,SC:100504,0,0
BA:BG-S,BA:75724,BA:8111832,Oakland International Airport Station,,0,,BA:20_shp,0,0
SF:22,SF:73693,SF:9552013,Third + 20th,,0,SF:2209,SF:180035,0,0
AC:95,AC:72905,AC:12280070,Fairview District,,0,AC:107895507,AC:shp-95-07,0,0
AC:67,AC:72906,AC:149020,Spruce St. & Grizzly Peak Blvd.,,0,AC:107541702,AC:shp-67-02,0,0
BA:YL-S,BA:72955,BA:3911650,San Francisco International Airport,,0,,BA:01_shp,0,0
SF:12,SF:73693,SF:9542733,Sansome + Sutter,,0,SF:1205,SF:180007,0,0
PE:24,PE:72837,PE:t37D-sl17-p6C-r1B,Smart Station D St,,1,PE:27,PE:108_shp,0,0
SC:77,SC:72914,SC:2984890,EASTRIDGE,,1,SC:7703,SC:100504,0,0
AC:6,AC:72906,AC:11760020,Downtown Oakland,,0,AC:107587702,AC:shp-6-56,0,0
CM:UGC Shuttle,CM:73306,CM:t_1217240_b_26812_tn_0,So. San Francisco Caltrain,,1,CM:109161,CM:p_745241,0,0
AC:86,AC:72906,AC:2017020,Hayward BART,,0,AC:107940202,AC:shp-86-07,0,0
SF:14,SF:73692,SF:9432345,Daly City,,0,SF:1414,SF:180012,0,0
3D:390,3D:72971,3D:478,Westbound Pittsburg-Bay Point BART,,1,3D:127,3D:16,0,0
AC:20,AC:72906,AC:3458020,Dimond District,,0,AC:108009402,AC:shp-20-12,0,0
SF:NBUS,SF:73693,SF:9700588,Ocean Beach,,0,SF:7003,SF:180436,0,0
SF:14R,SF:73692,SF:9556924,Ferry Plaza,,1,SF:1554,SF:180022,0,0
AC:33,AC:72905,AC:8876070,Piedmont,,0,AC:106979207,AC:shp-33-12,2,2
SF:45,SF:73694,SF:9560836,Caltrain Depot,,1,SF:4506,SF:180168,0,0
PE:33,PE:72835,PE:t382-sl15-p15B-r17,33 Counter-Clockwise Loop,,0,PE:20,PE:347_shp,0,0
SF:44,SF:73694,SF:9570783,California + 6th Ave,,0,SF:4411,SF:180163,0,0
SF:67,SF:73692,SF:9485077,24th St BART,,0,SF:6702,SF:180221,0,0
SI:Lot D,SI:74999,SI:zrgcyv1y8,Lot D,,0,SI:6,SI:BUSLOTD,1,1
CC:4,CC:75939,CC:1103020,Walnut Creek BART VIA Broadway Plaza,,0,CC:1902,CC:shp-4-03,2,2
SC:21,SC:72914,SC:2972642,STANFORD SHOPPING CTR,,0,SC:2144,SC:100233,0,0
MA:49,MA:76018,MA:49824,Novato,,1,MA:8016,MA:123,0,0
SF:37,SF:73692,SF:9554941,Twin Peaks,,1,SF:3708,SF:181674,0,0
SC:Orange Line,SC:72914,SC:2991554,BAYPOINTE,,0,SC:9026,SC:100744,0,0
AC:F,AC:72906,AC:5486020,U.C. Campus,,0,AC:107539102,AC:shp-F-21,2,2
SC:56,SC:76168,SC:2977974,TAMIEN STATION,,1,SC:5671,SC:100395,0,0
GG:71,GG:73017,GG:6866112,MARIN CITY,,1,GG:1486616,GG:710097,0,0
AC:98,AC:72907,AC:12178010,Eastmont Transit Center,,0,AC:108030001,AC:shp-98-01,0,0
SF:38R,SF:73692,SF:9547422,Transit Center,,1,SF:3869,SF:180141,0,0
SC:70,SC:75706,SC:2980956,EASTRIDGE,,1,SC:7772,SC:100471,0,0
SC:23,SC:72914,SC:2973633,ALUM ROCK STATION,,0,SC:2512,SC:100242,0,0
SF:12,SF:73693,SF:9542681,Sansome + Sutter,,0,SF:1202,SF:180007,0,0
SF:38,SF:73693,SF:9546681,V. A. Hospital,,0,SF:3811,SF:180128,0,0
SM:280,SM:73025,SM:2807005,Stanford Mall,2807005,1,,SM:2800209,0,0
SF:14,SF:73693,SF:9541310,Ferry Plaza,,1,SF:1433,SF:180017,0,0
VC:5,VC:72877,VC:t_1303423_b_28520_tn_2,Vacaville Transit Plaza,,1,VC:19688,VC:p_178724,0,0
SC:72,SC:75706,SC:2984174,DOWNTOWN SAN JOSE VIA MCLAUGHLIN,,0,SC:7203,SC:100494,0,0
SM:SFO,SM:73026,SM:7471021,Millbrae Caltrain,7471021,0,,SM:SFO0014,0,0
MA:135,MA:76017,MA:135570,San Rafael,,1,MA:5058,MA:18,0,0
SI:Red Line,SI:74999,SI:905,Red Line,,0,,SI:RED_shape,1,1
AC:41,AC:72906,AC:1459020,Hayward BART,,0,AC:107945002,AC:shp-41-03,0,0
AC:F,AC:72906,AC:8446020,U.C. Campus,,0,AC:107543702,AC:shp-F-20,2,2
SM:141,SM:73026,SM:1411031,Shelter Creek,1411031,0,,SM:1410218,0,0
SF:67,SF:73693,SF:9558120,Alemany Blvd,,1,SF:6703,SF:180220,0,0
SF:12,SF:73694,SF:9542938,Sansome + Sutter,,0,SF:1203,SF:180007,0,0
WH:14,WH:75836,WH:678267,LIVERMORE TRANSIT CENTER,,1,WH:119197,WH:38956,0,0
SF:49,SF:73694,SF:9545394,Fisherman's Wharf,,1,SF:4942,SF:180187,0,0
AC:60,AC:72907,AC:12703010,Chabot College,,0,AC:107905601,AC:shp-60-55,0,0
SF:9,SF:73692,SF:9557714,Ferry Plaza,,0,SF:905,SF:179994,0,0
WH:8,WH:75836,WH:680001,HOPYARD - EAST DUBLIN BART,,0,WH:119330,WH:39029,0,0
CM:NB Shuttle,CM:76132,CM:t_1298505_b_26726_tn_0,Millbrae Intermodal Caltrain,,0,CM:109124,CM:p_498656,0,0
CM:UGC Shuttle,CM:76132,CM:t_1298466_b_26726_tn_0,So. San Francisco Caltrain,,1,CM:109162,CM:p_900671,0,0
SF:1,SF:73693,SF:9413996,Drumm + Clay,,0,SF:155,SF:179932,0,0
AC:72,AC:72905,AC:175070,Jack London Square,,0,AC:106643907,AC:shp-72-72,0,0
SF:43,SF:73694,SF:9548548,Munich + Geneva,,0,SF:4308,SF:180149,0,0
SC:61,SC:72914,SC:2979210,GOOD SAM HOSPITAL VIA BASCOM,,1,SC:6175,SC:100433,0,0
SF:14,SF:73694,SF:9568956,Daly City,,0,SF:1433,SF:180012,0,0
SF:45,SF:73692,SF:9553809,Lyon + Greenwich,,0,SF:4512,SF:180167,0,0
SF:LBUS,SF:73692,SF:9699599,Embarcadero,,0,SF:9561,SF:181684,0,0
SF:90,SF:73693,SF:9485801,North Point + Van Ness,,1,SF:9002,SF:180236,0,0
SF:38,SF:73694,SF:9548927,Transit Center,,1,SF:3810,SF:180133,0,0
SF:22,SF:73693,SF:9558827,Bay Street,,1,SF:2202,SF:180043,0,0
SF:30,SF:73694,SF:9553715,Crissy Field,,1,SF:3001,SF:180091,0,0
AC:28,AC:72906,AC:12045020,San Leandro BART,,0,AC:107940302,AC:shp-28-08,0,0
SC:68,SC:72914,SC:2980401,SAN JOSE DIRIDON STATION,,0,SC:6808,SC:100458,0,0
PE:2,PE:76188,PE:t304-sl13-p84-r12,2 N. Mcdowell Outbound,,0,PE:22,PE:132_shp,0,0
SF:25,SF:73692,SF:9540438,Temporary Transbay Terminal,,0,SF:2505,SF:180064,0,0
SF:19,SF:73693,SF:9542028,Shipyard,,0,SF:1912,SF:180027,0,0
SF:29,SF:73694,SF:9570200,Paul + Third Street,,1,SF:2911,SF:180083,0,0
PE:24,PE:76186,PE:t403-sl9-p6C-r1B,Smart Station D St,,1,PE:27,PE:108_shp,0,0
SC:25,SC:75706,SC:2974520,VALLEY MED,,1,SC:2502,SC:100259,0,0
AC:95,AC:72905,AC:3445070,Hayward BART,,1,AC:107895507,AC:shp-95-53,0,0
AC:95,AC:72906,AC:8470020,Fairview District,,0,AC:107943502,AC:shp-95-07,0,0
BA:PR-N,BA:72955,BA:3911841,San Francisco International Airport,,0,,BA:13_shp,0,0
CM:OPC Shuttle,CM:76132,CM:t_1298450_b_26726_tn_0,So. San Francisco Caltrain,,1,CM:109153,CM:p_745225,0,0
SF:49,SF:73692,SF:9544872,Fisherman's Wharf,,1,SF:4933,SF:180187,0,0
AC:73,AC:72905,AC:6477070,Eastmont Transit Center,,0,AC:108021007,AC:shp-73-01,0,0
SF:5,SF:73692,SF:9555158,Ocean Beach,,0,SF:502,SF:181687,0,0
SC:59,SC:76168,SC:2978586,BAYPOINTE STATION,,0,SC:5972,SC:100408,0,0
SF:30,SF:73694,SF:9553713,Crissy Field,,1,SF:3004,SF:180091,0,0
AC:18,AC:72905,AC:10323070,Lake Merritt BART,,1,AC:106979007,AC:shp-18-59,2,2
GG:101,GG:76009,GG:6857486,SANTA ROSA,,0,GG:1485685,GG:1010367,0,0
3D:396,3D:76081,3D:1046,Westbound Pacifica,,1,3D:308,3D:81,0,0
PE:24,PE:76184,PE:t423-sl2-p6E-r7,Kaiser Medical Center,,0,PE:7,PE:110_shp,0,0
WC:19,WC:72889,WC:1063928261310,Hilltop Shopping Center,1063928261310,1,WC:8011,WC:p_5217,0,0
SF:1,SF:73693,SF:9413841,Geary + 33rd Avenue,,1,SF:152,SF:179929,0,0
SF:J,SF:73694,SF:9729976,Church + Duboce,,1,SF:8304,SF:181856,0,0
SF:14,SF:73694,SF:9569131,Ferry Plaza,,1,SF:1492,SF:180017,0,0
PE:2,PE:76183,PE:t2FA-sl21-p84-r12,2 N. Mcdowell Outbound,,0,PE:22,PE:132_shp,0,0
SC:Green Line,SC:72914,SC:2989645,OLD IRONSIDES,,0,SC:9034,SC:100679,0,0
AC:98,AC:72906,AC:12928020,Coliseum BART,,1,AC:108007002,AC:shp-98-51,0,0
AC:45,AC:72906,AC:183020,Foothill Square,,1,AC:108006002,AC:shp-45-03,2,2
SF:8,SF:73694,SF:9569507,City College,,1,SF:812,SF:179978,0,0
BA:YL-N,BA:72953,BA:3150526,Antioch,,0,,BA:02_shp,0,0
3D:200,3D:72969,3D:1225,Eastbound Pittsburg-Bay Point BART,,1,3D:131,3D:11,0,0
AC:72,AC:72907,AC:7267010,Jack London Square,,0,AC:107225001,AC:shp-72-72,0,0
CM:OPB Shuttle,CM:73306,CM:t_1248147_b_26812_tn_0,So. San Francisco B.A.R.T.,,1,CM:109151,CM:p_745183,0,0
ST:3,ST:73007,ST:t549-b66-sl9,S VALLEJO to VTC via GRACE PAT VTC via Magazine &,,0,ST:102,ST:2701_shp,0,0
SF:9R,SF:73692,SF:9560112,Sunnydale,,1,SF:944,SF:179999,0,0
SF:38,SF:73694,SF:9548911,Transit Center,,1,SF:3819,SF:180134,0,0
SF:14,SF:73694,SF:9568894,Daly City,,0,SF:1412,SF:180012,0,0
SF:22,SF:73694,SF:9560991,Third + 20th,,0,SF:2216,SF:180035,0,0
CC:4,CC:75937,CC:201010,Walnut Creek BART VIA Broadway Plaza,,0,CC:4701,CC:shp-4-03,2,2
CM:SEA Shuttle,CM:76132,CM:t_1298308_b_26726_tn_0,Seaport,,0,CM:109139,CM:p_498618,0,0
SF:14,SF:73693,SF:9540971,Daly City,,0,SF:1410,SF:180012,0,0
SF:1,SF:73692,SF:9413651,Drumm + Clay,,0,SF:104,SF:179932,0,0
SF:14R,SF:73692,SF:9556979,Ferry Plaza,,1,SF:1531,SF:180022,0,0
SF:37,SF:73692,SF:9554939,Twin Peaks,,1,SF:3712,SF:181674,0,0
AC:33,AC:72905,AC:738070,Montclair,,1,AC:106979307,AC:shp-33-11,0,0
AC:51A,AC:72907,AC:8850010,Rockridge BART,,1,AC:108030301,AC:shp-51A-16,2,2
SF:49,SF:73694,SF:9545427,Fisherman's Wharf,,1,SF:4922,SF:180187,0,0
SF:45,SF:73694,SF:9560867,Caltrain Depot,,1,SF:4507,SF:180168,0,0
AC:210,AC:72905,AC:11342070,Union Landing Transit Center,,0,AC:107899307,AC:shp-210-06,2,2
AC:12,AC:72906,AC:12867020,Northwest Berkeley,,0,AC:107545102,AC:shp-12-13,2,2
AC:1T,AC:72906,AC:7055020,San Leandro BART,,0,AC:108008202,AC:shp-1T-51,0,0
MA:251,MA:76017,MA:251515,Hamilton,,0,MA:5014,MA:98,0,0
SF:45,SF:73693,SF:9541976,Lyon + Greenwich,,0,SF:4507,SF:180165,0,0
SF:22,SF:73692,SF:9441351,Bay Street,,1,SF:2202,SF:180041,0,0
BA:BG-S,BA:75397,BA:8011330,Oakland International Airport Station,,0,,BA:20_shp,0,0
SI:West Field Garage,SI:74999,SI:qbmhl1xwx,West Field Garage,,0,SI:2,SI:BUSWFG,1,1
SF:54,SF:73693,SF:9478265,Bayview District,,1,SF:5410,SF:180195,0,0
AC:200,AC:72907,AC:6463010,Union City BART,,1,AC:107910401,AC:shp-200-12,0,0
SF:12,SF:73692,SF:9542597,Sansome + Sutter,,0,SF:1208,SF:180007,0,0
MA:117,MA:76017,MA:117523,Marin City,,1,MA:5057,MA:4,0,0
WH:14,WH:72989,WH:678030,LIVERMORE TRANSIT CENTER,,1,WH:119188,WH:38956,0,0
SC:22,SC:75706,SC:2972945,PALO ALTO,,0,SC:2250,SC:100239,0,0
AC:10,AC:72907,AC:4060010,Hayward BART,,0,AC:107907401,AC:shp-10-57,0,0
AC:20,AC:72905,AC:5674070,Downtown Oakland,,1,AC:108027907,AC:shp-20-59,0,0
SF:38,SF:73693,SF:9546696,Balboa + 33rd Avenue,,0,SF:3802,SF:180126,0,0
SF:9,SF:73693,SF:9561845,Ferry Plaza,,0,SF:909,SF:179997,0,0
AC:40,AC:72907,AC:12704010,Eastmont Transit Center,,1,AC:108031901,AC:shp-40-59,2,2
ST:Y,ST:76070,ST:t320-b1B5C-slD,YELLOW LINE to SUNVALLEY WC BART Walnut Creek BART,,0,ST:7004,ST:2713_shp,0,0
SI:Lot D,SI:74999,SI:6wgh87wns,Lot D,,0,SI:3,SI:BUSLOTD,1,1
SF:NBUS,SF:73694,SF:9700868,Townsend and 5th St,,1,SF:7006,SF:180437,0,0
SF:J,SF:73693,SF:9724946,Church + Duboce,,1,SF:8352,SF:181856,0,0
AC:200,AC:72907,AC:4259010,Union City BART,,1,AC:107910701,AC:shp-200-12,0,0
SF:49,SF:73693,SF:9545150,Fisherman's Wharf,,1,SF:4941,SF:180187,0,0
SF:29,SF:73693,SF:9543626,Baker Beach,,0,SF:2902,SF:180087,0,0
SF:14R,SF:73692,SF:9556851,Ferry Plaza,,1,SF:1521,SF:180022,0,0
SF:12,SF:73692,SF:9542674,Van Ness,,1,SF:1208,SF:180010,0,0
PE:11,PE:76183,PE:t347-sl21-p182-r12,Eastside Transit Center,,1,PE:22,PE:386_shp,0,0
CC:19,CC:75939,CC:371020,Concord BART,,1,CC:10802,CC:shp-19-51,2,2
SC:20,SC:72914,SC:2972564,SUNNYVALE TRANSIT CTR,,1,SC:2071,SC:100219,0,0
PE:2,PE:76185,PE:t2E3-sl8-p86-r12,Eastside Transit Center,,1,PE:22,PE:134_shp,0,0
SF:12,SF:73692,SF:9542590,Sansome + Sutter,,0,SF:1207,SF:180007,0,0
SF:TBUS,SF:73692,SF:9700933,Castro & Market,,1,SF:9462,SF:180476,0,0
SM:280,SM:73026,SM:2801033,Stanford Mall,2801033,1,,SM:2800209,0,0
WH:14,WH:72991,WH:678077,LIVERMORE TRANSIT CENTER,,1,WH:119193,WH:38956,0,0
SF:TBUS,SF:73694,SF:9701490,Visitation Valley,,0,SF:9429,SF:180477,0,0
AC:71,AC:72905,AC:10264070,Richmond Parkway Transit Center,,1,AC:106643007,AC:shp-71-02,0,0
AC:88,AC:72906,AC:12727020,Downtown Berkeley,,1,AC:107548302,AC:shp-88-04,0,0
MA:61,MA:72918,MA:61001,Marin City,,0,MA:1050,MA:129,0,0
SF:NBUS,SF:73692,SF:9700463,Townsend and 5th St,,1,SF:7041,SF:180437,0,0
SF:5,SF:73694,SF:9562022,Ocean Beach,,0,SF:515,SF:181687,0,0
SF:24,SF:73693,SF:9445797,Jackson + Fillmore,,0,SF:2409,SF:180058,0,0
BA:BG-S,BA:75397,BA:8030552,Oakland International Airport Station,,0,,BA:20_shp,0,0
SC:Orange Line,SC:72916,SC:2991598,MOUNTAIN VIEW,,0,SC:823713,SC:100743,0,0
SF:25,SF:73694,SF:9558378,Treasure Island (Daytime to midnight),,1,SF:2502,SF:180062,0,0
AC:251,AC:72906,AC:9731020,Fremont BART,,1,AC:107949302,AC:shp-251-07,0,0
PE:2,PE:72837,PE:t19-sl17-p84-r5,2 N. Mcdowell Outbound,,0,PE:5,PE:132_shp,0,0
SM:398,SM:75922,SM:3986012,San Francisco,3986012,1,,SM:3980226,0,0
AM:CC,AM:72761,AM:536,Auburn,,0,,AM:eziu,1,0
SM:ECR,SM:75922,SM:4006033,Palo Alto,4006033,0,,SM:ECR1048,0,0
SF:45,SF:73694,SF:9560802,Lyon + Greenwich,,0,SF:4512,SF:180165,0,0
3D:389,3D:72971,3D:524,Loop Pittsburg-Bay Point BART,,0,3D:133,3D:63,0,0
AC:36,AC:72905,AC:9668070,West Oakland BART,,0,AC:106979907,AC:shp-36-54,0,0
SF:38,SF:73692,SF:9546215,Balboa + 33rd Avenue,,0,SF:3822,SF:180126,0,0
AC:14,AC:72906,AC:2682020,Fruitvale BART,,1,AC:108000402,AC:shp-14-11,0,0
AC:52,AC:72905,AC:8429070,U.C. Campus,,0,AC:107175007,AC:shp-52-60,0,0
GG:101,GG:75117,GG:6864372,SANTA ROSA,,0,GG:1486357,GG:1010368,0,0
SF:49,SF:73693,SF:9545125,Fisherman's Wharf,,1,SF:4932,SF:180187,0,0
SF:38,SF:73692,SF:9546278,Transit Center,,1,SF:3804,SF:180134,0,0
AC:1T,AC:72907,AC:7053010,San Leandro BART,,0,AC:108035201,AC:shp-1T-51,0,0
SF:49,SF:73692,SF:9544838,Fisherman's Wharf,,1,SF:4917,SF:180187,0,0
SI:Blue Line,SI:74999,SI:1394,Blue Line,,0,,SI:BLUE_shape,1,1
AC:40,AC:72907,AC:7511010,Downtown Oakland,,0,AC:108033401,AC:shp-40-03,0,0
SF:29,SF:73693,SF:9543469,Paul + Third Street,,1,SF:2912,SF:180083,0,0
AC:73,AC:72905,AC:122070,OAKLAND AIRPORT,,1,AC:108021007,AC:shp-73-51,0,0
SF:MBUS,SF:73693,SF:9721661,Balboa Park Station,,0,SF:9637,SF:180392,0,0
AC:71,AC:72906,AC:1307020,El Cerrito Plaza BART,,0,AC:107558602,AC:shp-71-51,0,0
SF:J,SF:73694,SF:9729996,Church + Duboce,,1,SF:8355,SF:181856,0,0
AC:96,AC:72906,AC:10245020,Dimond District,,1,AC:107548702,AC:shp-96-08,0,0
SF:L-OWL,SF:73694,SF:9569238,Wawona + 46th Avenue,,1,SF:9592,SF:180360,0,0
AC:45,AC:72906,AC:11488020,Eastmont Transit Center,,0,AC:108005602,AC:shp-45-53,2,2
AC:7,AC:72906,AC:10908020,El Cerrito Del Norte BART,,1,AC:107543902,AC:shp-7-02,0,0
SF:48,SF:73694,SF:9570918,West Portal,,0,SF:4810,SF:180175,0,0
AC:72M,AC:72906,AC:9394020,Jack London Square,,0,AC:107825902,AC:shp-72M-58,0,0
SF:22,SF:73692,SF:9441375,Bay Street,,1,SF:2224,SF:180041,0,0
PE:11,PE:72837,PE:t340-sl17-p99-r5,Copeland Transit Mall,,0,PE:5,PE:153_shp,0,0
UC:1,UC:74965,UC:30271,Dyer & UC Blvd,30271,0,UC:SA1,UC:p_1252144,0,0
AC:98,AC:72907,AC:3140010,Eastmont Transit Center,,0,AC:108029901,AC:shp-98-01,0,0
PE:2,PE:76183,PE:t2DC-sl21-p84-r5,2 N. Mcdowell Outbound,,0,PE:5,PE:132_shp,0,0
SF:38,SF:73692,SF:9546269,Lands End - 48th Avenue,,0,SF:3892,SF:180129,0,0
3D:396,3D:76081,3D:1029,Westbound Pacifica,,1,3D:306,3D:81,0,0
SC:Rapid 522,SC:76168,SC:2977311,RAPID PALO ALTO,,1,SC:552,SC:100355,0,0
BA:OR-N,BA:72953,BA:2090915,Richmond,,0,,BA:03_shp,0,0
SI:Lot D,SI:74999,SI:3d9je5270,Lot D,,0,SI:2,SI:BUSLOTD,1,1
3D:392,3D:76081,3D:918,Westbound Pittsburg-Bay Point BART,,1,3D:302,3D:71,0,0
FS:BLUE,FS:76113,FS:t_1289528_b_28389_tn_0,DAVIS FTC,,1,FS:3017,FS:p_179007,0,0
AC:45,AC:72905,AC:5196070,Foothill Square,,1,AC:108020707,AC:shp-45-03,2,2
SC:39,SC:72914,SC:2975712,EASTRIDGE,,0,SC:3901,SC:100291,0,0
AC:1T,AC:72906,AC:7591020,San Leandro BART,,0,AC:108009002,AC:shp-1T-51,0,0
CC:14,CC:75939,CC:1152020,Walnut Creek BART Via PH  BART,,1,CC:11902,CC:shp-14-51,2,2
SF:22,SF:73692,SF:9441117,Third + 20th,,0,SF:2215,SF:180035,0,0
SF:38,SF:73692,SF:9546291,Transit Center,,1,SF:3821,SF:180134,0,0
SF:7,SF:73694,SF:9569722,Ocean Beach,,1,SF:705,SF:179972,0,0
SF:29,SF:73694,SF:9570303,Baker Beach,,0,SF:2927,SF:180087,0,0
SF:25,SF:73692,SF:9539982,Treasure Island (Daytime to midnight),,1,SF:2592,SF:180062,0,0
SC:Green Line,SC:72916,SC:2989759,WINCHESTER,,1,SC:9033,SC:100689,0,0
AC:36,AC:72906,AC:13197020,U.C. Campus,,1,AC:107547402,AC:shp-36-08,0,0
MA:245,MA:76018,MA:245809,San Rafael via Contempo,,0,MA:8012,MA:91,0,0
SF:25,SF:73692,SF:9540112,Temporary Transbay Terminal,,0,SF:2591,SF:180064,0,0
AC:801,AC:72907,AC:7714010,Fremont BART,,0,AC:107905901,AC:shp-801-18,0,0
AC:51B,AC:72907,AC:5785010,Berkeley Amtrak,,1,AC:106990201,AC:shp-51B-14,2,2
SC:84,SC:72914,SC:2985422,ST LOUISE HOSPITAL,,0,SC:8401,SC:100527,0,0
SF:48,SF:73692,SF:9540584,3rd St + 20th St,,1,SF:4810,SF:180181,0,0
AC:72R,AC:72905,AC:128070,Jack London Square,,1,AC:106641507,AC:shp-72R-07,0,0
SF:22,SF:73694,SF:9561023,Third + 20th,,0,SF:2229,SF:180037,0,0
SC:23,SC:76168,SC:2973883,DE ANZA COLLEGE,,1,SC:2306,SC:100246,0,0
SF:37,SF:73693,SF:9555088,Van Ness Station,,0,SF:3701,SF:181675,0,0
SC:Green Line,SC:72914,SC:2989619,OLD IRONSIDES,,0,SC:9036,SC:100679,0,0
PE:2,PE:76188,PE:t2EB-sl13-p86-r12,Eastside Transit Center,,1,PE:22,PE:134_shp,0,0
AC:NL,AC:72907,AC:6253010,Eastmont Transit Center,,0,AC:108029301,AC:shp-NL-09,0,0
PE:24,PE:72837,PE:t37C-sl17-p6E-r1B,Kaiser Medical Center,,0,PE:27,PE:110_shp,0,0
GG:30,GG:73017,GG:6866307,SAN RAFAEL via SAUSALITO,,0,GG:1486581,GG:300168,0,0
SI:Lot D,SI:74999,SI:swtnknho1,Lot D,,0,SI:10,SI:BUSLOTD,1,1
SR:2B,SR:76154,SR:t272-sl8-p28A-rCF,,,0,SR:108,SR:650_shp,0,0
GG:101,GG:76009,GG:6857488,SANTA ROSA,,0,GG:1485689,GG:1010367,0,0
ST:7B,ST:73005,ST:t3F7-b67-sl7,CCW via SPRINGS GATEWAY STC SCC Gateway Kaiser & S,,0,ST:103,ST:2661_shp,0,0
WH:1,WH:75836,WH:677350,HALL OF JUSTICE - SANTA RITA JAIL,,0,WH:119198,WH:38947,0,0
AC:93,AC:72907,AC:7359010,Bay Fair BART,,0,AC:107904601,AC:shp-93-07,0,0
AC:14,AC:72905,AC:215070,Fruitvale BART,,1,AC:108023007,AC:shp-14-11,0,0
SF:J,SF:73693,SF:9724944,Church + Duboce,,1,SF:8351,SF:181856,0,0
SF:29,SF:73692,SF:9544149,Paul + Third Street,,1,SF:2935,SF:180083,0,0
BA:OR-N,BA:72954,BA:2611545,Richmond,,0,,BA:03_shp,0,0
SM:398,SM:73025,SM:3987024,San Francisco,3987024,1,,SM:3980226,0,0
UC:3,UC:74966,UC:11061,Union Landing,11061,0,UC:W15,UC:p_1252151,0,0
AC:73,AC:72905,AC:11903070,OAKLAND AIRPORT,,1,AC:108022007,AC:shp-73-51,0,0
AC:73,AC:72905,AC:8076070,Eastmont Transit Center,,0,AC:108020507,AC:shp-73-01,0,0
SC:Rapid 500,SC:76168,SC:2996554,RAPID DIRIDON STATION,,0,SC:621,SC:100326,0,0
SF:TBUS,SF:73692,SF:9701131,Visitation Valley,,0,SF:9478,SF:180477,0,0
CC:315,CC:75938,CC:1367070,Concord BART Via Clayton/Treat,,0,CC:4307,CC:shp-315-01,2,2
SF:14R,SF:73693,SF:9556304,Daly City BART,,0,SF:1450,SF:180021,0,0
SI:Blue Line,SI:74999,SI:1291,Blue Line,,0,,SI:BLUE_shape,1,1
SF:KBUS,SF:73692,SF:9699170,Balboa Park,,1,SF:9444,SF:182071,0,0
AC:54,AC:72905,AC:1355070,Fruitvale BART,,1,AC:108021107,AC:shp-54-51,0,0
SC:Rapid 500,SC:72914,SC:2996291,RAPID BERRYESSA BART,,1,SC:6807,SC:100322,0,0
AC:1T,AC:72906,AC:4430020,Uptown Oakland,,1,AC:108008602,AC:shp-1T-05,2,2
PE:303,PE:76181,PE:t400-sl19-p195-rF,303 Kjhs/cghs Inbound,,0,PE:15,PE:405_shp,0,0
AC:200,AC:72906,AC:25020,Fremont BART,,0,AC:107943702,AC:shp-200-13,2,2
SC:70,SC:72914,SC:2980895,EASTRIDGE,,1,SC:7004,SC:100468,0,0
AC:1T,AC:72907,AC:5493010,San Leandro BART,,0,AC:108035101,AC:shp-1T-51,0,0
SF:30,SF:73692,SF:9538872,Caltrain Depot,,0,SF:3008,SF:180096,0,0
AC:90,AC:72905,AC:12351070,Foothill Square,,0,AC:108021607,AC:shp-90-04,0,0
BA:PR-N,BA:72954,BA:3511816,San Francisco International Airport,,0,,BA:13_shp,0,0
AC:12,AC:72906,AC:3020,Oakland Amtrak at Jack London Square,,1,AC:107545302,AC:shp-12-56,0,0
AC:51A,AC:72906,AC:1182020,Fruitvale BART,,0,AC:107997302,AC:shp-51A-54,0,0
