route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order
AC:41,AC,41,Whitman - Huntwood - Union Landg,,3,http://www.actransit.org/bus-lines-schedules/41,7FFF00,000000,0
AC:56,AC,56,Santa Clara - Weekes - Huntwood,,3,http://www.actransit.org/bus-lines-schedules/56,87CEEB,000000,0
AC:6,AC,6,Berkeley - Telegraph - Oakland,,3,http://www.actransit.org/bus-lines-schedules/6,8A8AFF,000000,0
AC:72,AC,72,Hilltop - CCC - San Pablo,,3,http://www.actransit.org/bus-lines-schedules/72,008000,000000,0
AC:10,AC,10,E. 14th St. - Mission,,3,http://www.actransit.org/bus-lines-schedules/10,A52A2A,000000,0
AC:801,AC,801,E 14th - Mission  All Nighter,,3,http://www.actransit.org/bus-lines-schedules/801,FFFF00,000000,0
AC:86,AC,86,Winton - Industrial - Tennyson,,3,http://www.actransit.org/bus-lines-schedules/86,FFA500,000000,0
AC:805,AC,805,MacArthur - Airport All Nighter,,3,http://www.actransit.org/bus-lines-schedules/805,FFC0CB,000000,0
AC:74,AC,74,San Pablo Dam - 23rd St.,,3,http://www.actransit.org/bus-lines-schedules/74,E6E6FA,000000,0
AC:90,AC,90,85th Ave. - Elmhurst - 90th Ave.,,3,http://www.actransit.org/bus-lines-schedules/90,FF6666,000000,0
AC:97,AC,97,Hesperian - Alvarado - Decoto,,3,http://www.actransit.org/bus-lines-schedules/97,008080,000000,0
AC:73,AC,73,73rd Ave. - Coliseum - Airport,,3,http://www.actransit.org/bus-lines-schedules/73,A52A2A,000000,0
AC:12,AC,12,MLK Jr. - Temescal - Grand,,3,http://www.actransit.org/bus-lines-schedules/12,87CEEB,000000,0
AC:701,AC,701,Pittsburg/BP Transbay Early Bird,,3,http://www.actransit.org/bus-lines-schedules/701,ffffff,000000,0
AC:706,AC,706,Bay Fair Transbay Early Bird,,3,http://www.actransit.org/bus-lines-schedules/706,ffffff,000000,0
AC:70,AC,70,Rheem - San Pablo Dam - Appian,,3,http://www.actransit.org/bus-lines-schedules/70,4f7942,000000,0
AC:72R,AC,72R,San Pablo Rapid,,3,http://www.actransit.org/bus-lines-schedules/72R,008080,000000,0
AC:76,AC,76,Hilltop - Market -  Cutting,,3,http://www.actransit.org/bus-lines-schedules/76,FFC0CB,000000,0
AC:29,AC,29,Hollis - Peralta - Lakeshore,,3,http://www.actransit.org/bus-lines-schedules/29,FF6666,000000,0
AC:33,AC,33,Piedmont - Harrison - Park Blvd.,,3,http://www.actransit.org/bus-lines-schedules/33,4f7942,000000,0
AC:36,AC,36,Dwight - Shellmound - Adeline,,3,http://www.actransit.org/bus-lines-schedules/36,E6E6FA,000000,0
AC:79,AC,79,Colusa - The Alameda - Claremont,,3,http://www.actransit.org/bus-lines-schedules/79,008080,000000,0
AC:96,AC,96,Alameda Pt. - 14th Ave. - Dimond,,3,http://www.actransit.org/bus-lines-schedules/96,008080,000000,0
AC:28,AC,28,Alvarado - Castro Valley - B St.,,3,http://www.actransit.org/bus-lines-schedules/28,4f7942,000000,0
AM:Shuttle,AM,Shuttle,Shuttle_Auburn,Shuttle to Auburn,3,https://www.capitolcorridor.org/wp-content/uploads/2020/03/Bus_Schedules_3.21.20.pdf,,,0
AM:SF,AM,SF,Shuttle_SF,Shuttle to San Francisco Transbay Terminal,3,http://capitolcorridor.org/route_and_schedules/,,,0
AM:CC,AM,CC,Capitol Corridor,"Daily train service between Auburn, Sacramento, Oakland and San Jose",2,http://capitolcorridor.org/route_and_schedules/,,,0
CM:SCC Shuttle,CM,SCC Shuttle,San Carlos Commuter,,3,http://commute.org/shuttles/routes-and-schedules/290-san-carlos-commuter,5b91cc,,0
CM:MPT Shuttle,CM,MPT Shuttle,Redwood City Midpoint Caltrain,,3,http://commute.org/shuttles/routes-and-schedules/25-redwood-city-midpoint-caltrain,5b91cc,,0
CM:RLC Shuttle,CM,RLC Shuttle,Redwood LIFE Caltrain,,3,http://commute.org/shuttles/routes-and-schedules/248-redwood-shores-bayshore-technology-park-caltrain,5b91cc,,0
CM:LC Shuttle,CM,LC Shuttle,Lincoln Centre,,3,http://commute.org/shuttles/routes-and-schedules/106-foster-city-lincoln-centre-caltrain,5b91cc,,0
CM:NB Shuttle,CM,NB Shuttle,North Burlingame,,3,http://commute.org/shuttles/routes-and-schedules/89-burlingame-north-bartcaltrain,5b91cc,,0
CM:OPC Shuttle,CM,OPC Shuttle,Oyster Point Caltrain,,3,http://commute.org/shuttles/routes-and-schedules/78-so-san-francisco-oyster-pt-caltrain,5b91cc,,0
CM:OPF Shuttle,CM,OPF Shuttle,Oyster Point Ferry,,3,http://commute.org/shuttles/routes-and-schedules/129-so-san-francisco-oyster-point-ferry,5b91cc,,0
CM:SEA Shuttle,CM,SEA Shuttle,Seaport Centre,,3,http://commute.org/shuttles/routes-and-schedules/122-redwood-city-seaport-caltrain,5b91cc,,0
CM:OTP Shuttle,CM,OTP Shuttle,Genesis One Tower Place BART/Caltrain,,3,http://commute.org/shuttles-info/127-so-san-francisco-genesis-one-tower-place,5b91cc,,0
CM:MB Shuttle,CM,MB Shuttle,Millbrae Broadway,,3,http://www.smctd.com/Shuttles/Millbrae_Broadway_Shuttle.html,5b91cc,,0
CM:BH Shuttle,CM,BH Shuttle,Belmont Hillsdale,,3,http://www.smctd.com/Shuttles/Belmont_Hillsdale_Shuttle.html,5b91cc,,0
CM:TD Shuttle,CM,TD Shuttle,Twin Dolphin,,3,https://www.smctd.com/Shuttles/Twin_Dolphin_Shuttle.html,5b91cc,,0
CM:PS Shuttle,CM,PS Shuttle,Pacific Shores,,3,http://www.smctd.com/Shuttles/Pacific_Shores_Shuttle.html,5b91cc,,0
CM:MAR Shuttle,CM,MAR Shuttle,Mariners' Island,,3,http://commute.org/shuttles/routes-and-schedules/27-san-mateo-mariners-island-caltrain,5b91cc,,0
CM:NOR Shuttle,CM,NOR Shuttle,San Mateo Norfolk,,3,http://commute.org/shuttles/routes-and-schedules/28-san-mateo-norfolk-caltrain,5b91cc,,0
CM:UGC Shuttle,CM,UGC Shuttle,Utah-Grand Caltrain,,3,http://commute.org/shuttles/routes-and-schedules/82-so-san-francisco-utahgrand-caltrain,5b91cc,,0
CM:BAY Shuttle,CM,BAY Shuttle,Burlingame Bayside,,3,http://commute.org/shuttles/routes-and-schedules/87-burlingame-bayside-bartcaltrain,5b91cc,,0
CM:NFC Shuttle,CM,NFC Shuttle,North Foster City,,3,http://commute.org/shuttles/routes-and-schedules/22-foster-city-north-bartcaltrain,5b91cc,,0
CM:CAM Shuttle,CM,CAM Shuttle,Campus Drive,,3,http://commute.org/shuttles/routes-and-schedules/26-san-mateo-campus-drive-caltrain,5b91cc,,0
CM:BBC Shuttle,CM,BBC Shuttle,Brisbane-Bayshore Caltrain,,3,http://commute.org/shuttles/routes-and-schedules/15-brisbane-bayshore-caltrain,5b91cc,,0
CM:OPB Shuttle,CM,OPB Shuttle,Oyster Point BART,,3,http://commute.org/shuttles/routes-and-schedules/98-so-san-francisco-oyster-pt-bart,5b91cc,,0
CM:UGB Shuttle,CM,UGB Shuttle,Utah-Grand BART,,3,http://commute.org/shuttles/routes-and-schedules/81-so-san-francisco-utahgrand-bart,5b91cc,,0
CM:UGF Shuttle,CM,UGF Shuttle,Utah-Grand Ferry,,3,http://commute.org/shuttles/routes-and-schedules/120-so-san-francisco-utahgrand-ferry,5b91cc,,0
CM:BCP Shuttle,CM,BCP Shuttle,Brisbane Crocker Park,,3,http://commute.org/shuttles/routes-and-schedules/16-brisbane-crocker-park-bartcaltrain,5b91cc,,0
SM:FCX,SM,FCX,Foster City - San Francisco,,3,,,,0
SM:FLX,SM,FLX,Flex Route Pacifica,,3,,,,0
SM:713,SM,713,SF Transit Center - San Francisco International,,3,,,,0
SM:SFO,SM,SFO,SFO - Millbrae,,3,,,,0
SM:83,SM,83,Hillview School - Bay/Marsh,,3,,,,0
SM:110,SM,110,Daly City BART - Linda Mar Park & Ride,,3,,,,0
SM:120,SM,120,Colma BART - Brunswick/Templeton,,3,,,,0
SM:256,SM,256,Hillsdale Mall - Foster City,,3,,,,0
SM:260,SM,260,San Carlos Caltrain - College of San Mateo,,3,,,,0
SM:270,SM,270,Redwood City Caltrain - Florence/17th loop,,3,,,,0
SM:112,SM,112,Linda Mar Park & Ride - Colma BART,,3,,,,0
SM:121,SM,121,Lowell/Hanover - Skyline College,,3,,,,0
SM:122,SM,122,South SF BART - Stonestown/SF State,,3,,,,0
SM:130,SM,130,Daly City BART - Airport/Linden,,3,,,,0
SM:140,SM,140,Airtrain - West Manor/Palmetto,,3,,,,0
SM:141,SM,141,Airport/Linden - Shelter Creek,,3,,,,0
SM:250,SM,250,5th/El Camino - College of San Mateo,,3,,,,0
SM:251,SM,251,Foster City - Hillsdale Mall,,3,,,,0
SM:17,SM,17,Linda Mar Park & Ride - Pescadero,,3,,,,0
SM:38,SM,38,Safe Harbor Shelter,,3,,,,0
SM:280,SM,280,Purdue/Fordham - Stanford Mall,,3,,,,0
SM:281,SM,281,Onetta Harris Ctr - Stanford Mall,,3,,,,0
SM:292,SM,292,San Francisco - SFO - Hillsdale Mall,,3,,,,0
SM:296,SM,296,Redwood City Transit Center - Bayshore/Donohoe,,3,,,,0
SM:ECR,SM,ECR,Daly City BART - Palo Alto Transit Ctr,,3,,,,0
SM:278,SM,278,Woodside/Alameda - Canada College - Saturday Only,,3,,,,0
SM:286,SM,286,Ringwood/Arlington - Monte Rosa/Eastridge,,3,,,,0
SM:294,SM,294,SM Med Ctr - Hillsdale - CSM - Half Moon Bay,,3,,,,0
SM:295,SM,295,San Mateo Caltrain - Redwood City Transit Center,,3,,,,0
SM:397,SM,397,San Francisco - Palo Alto Transit Ctr,,3,,,,0
SM:398,SM,398,Redwood City Transit Center to SF Transbay Termina,,3,,,,0
SF:7,SF,7,HAIGHT-NORIEGA,,3,https://SFMTA.com/7,,,0
SF:37,SF,37,CORBETT,,3,https://SFMTA.com/37,,,0
SF:J,SF,J,CHURCH,,0,https://SFMTA.com/J,,,0
SF:48,SF,48,QUINTARA-24TH STREET,,3,https://SFMTA.com/48,,,0
SF:TBUS,SF,TBUS,THIRD BUS SHUTTLE,,3,https://SFMTA.com/TBUS,,,0
SF:67,SF,67,BERNAL HEIGHTS,,3,https://SFMTA.com/67,,,0
SF:8AX,SF,8AX,BAYSHORE A EXPRESS,,3,https://SFMTA.com/8AX,,,0
SF:9R,SF,9R,SAN BRUNO RAPID,,3,https://SFMTA.com/9R,,,0
SF:15,SF,15,BAYVIEW HUNTERS POINT EXPRESS,,3,https://SFMTA.com/15,,,0
SF:27,SF,27,BRYANT,,3,https://SFMTA.com/27,,,0
SF:KBUS,SF,KBUS,INGLESIDE BUS,,3,https://SFMTA.com/KBUS,,,0
SF:30,SF,30,STOCKTON,,3,https://SFMTA.com/30,,,0
SF:54,SF,54,FELTON,,3,https://SFMTA.com/54,,,0
SF:MBUS,SF,MBUS,OCEAN VIEW BUS,,3,https://SFMTA.com/MBUS,,,0
SF:43,SF,43,MASONIC,,3,https://SFMTA.com/43,,,0
SF:33,SF,33,ASHBURY-18TH ST,,3,https://SFMTA.com/33,,,0
SF:38R,SF,38R,GEARY RAPID,,3,https://SFMTA.com/38R,,,0
SF:45,SF,45,UNION-STOCKTON,,3,https://SFMTA.com/45,,,0
SF:55,SF,55,DOGPATCH,,3,https://SFMTA.com/55,,,0
SF:5,SF,5,FULTON,,3,https://SFMTA.com/5,,,0
SF:12,SF,12,FOLSOM-PACIFIC,,3,https://SFMTA.com/12,,,0
SF:28,SF,28,19TH AVENUE,,3,https://SFMTA.com/28,,,0
SF:714,SF,714,BART EARLY BIRD,,3,https://SFMTA.com/714,,,0
SF:LBUS,SF,LBUS,TARAVAL BUS,,3,https://SFMTA.com/LBUS,,,0
SF:NBUS,SF,NBUS,JUDAH BUS,,3,https://SFMTA.com/NBUS,,,0
SF:T,SF,T,THIRD,,0,https://SFMTA.com/T,,,0
SF:14R,SF,14R,MISSION RAPID,,3,https://SFMTA.com/14R,,,0
SF:8,SF,8,BAYSHORE,,3,https://SFMTA.com/8,,,0
SF:14,SF,14,MISSION,,3,https://SFMTA.com/14,,,0
SF:9,SF,9,SAN BRUNO,,3,https://SFMTA.com/9,,,0
SF:19,SF,19,POLK,,3,https://SFMTA.com/19,,,0
SF:22,SF,22,FILLMORE,,3,https://SFMTA.com/22,,,0
SF:25,SF,25,TREASURE ISLAND,,3,https://SFMTA.com/25,,,0
SF:29,SF,29,SUNSET,,3,https://SFMTA.com/29,,,0
SF:44,SF,44,O'SHAUGHNESSY,,3,https://SFMTA.com/44,,,0
SF:24,SF,24,DIVISADERO,,3,https://SFMTA.com/24,,,0
SF:38,SF,38,GEARY,,3,https://SFMTA.com/38,,,0
SF:49,SF,49,VAN NESS-MISSION,,3,https://SFMTA.com/49,,,0
SF:90,SF,90,SAN BRUNO OWL,,3,https://SFMTA.com/90,,,0
SF:L-OWL,SF,L-OWL,OWL TARAVAL,,3,https://SFMTA.com/L-OWL,,,0
SF:91,SF,91,3RD-19TH AVE OWL,,3,https://SFMTA.com/91,,,0
SF:N-OWL,SF,N-OWL,OWL JUDAH,,3,https://SFMTA.com/N-OWL,,,0
SF:1,SF,1,CALIFORNIA,,3,https://SFMTA.com/1,,,0
GG:705,GG,705,Oakland - San Francisco,,3,,CC3333,FFFFFF,0
GG:71,GG,71,Novato -Marin City,,3,,53A946,FFFFFF,0
GG:101,GG,101,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_101.php,3366FF,FFFFFF,0
GG:704,GG,704,Del Norte BART Station - San Francisco,,3,,CC3333,FFFFFF,0
GG:54,GG,54,Novato - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_54.php,CC3333,FFFFFF,0
GG:30,GG,30,San Rafael - San Francisco,,3,,3366FF,FFFFFF,0
GG:40,GG,40,Del Norte BART Station - San Rafael,,3,http://goldengatetransit.org/schedules/current/route_40.php,3366FF,FFFFFF,0
GG:70,GG,70,Novato - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_70.php,3366FF,FFFFFF,0
GG:72,GG,72,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_72.php,CC3333,FFFFFF,0
GG:27,GG,27,San Rafael - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_27.php,CC3333,FFFFFF,0
